callid,agentid,customerid,pickedup,duration,productsold,transaction_date
62,8,861,1,104,1,2024-10-07
63,5,51,1,166,0,2024-05-06
64,10,564,1,289,0,2024-03-19
65,7,12,1,259,0,2024-05-25
66,6,402,1,249,0,2024-04-10
67,4,668,1,175,0,2024-07-19
68,8,986,0,0,0,2024-09-12
69,3,187,1,219,1,2024-01-19
70,10,19,1,121,0,2024-01-25
71,1,501,1,124,0,2024-01-20
72,8,952,1,243,0,2024-11-25
73,10,297,1,136,0,2024-04-11
74,2,625,1,300,1,2024-07-09
75,10,592,1,163,0,2024-10-27
76,3,789,1,173,0,2024-10-30
77,8,165,0,0,0,2024-02-21
78,5,674,1,159,0,2024-02-20
79,7,482,1,239,0,2024-05-29
80,4,73,1,205,0,2024-04-18
81,6,764,1,119,1,2024-05-12
82,6,221,1,200,0,2024-05-08
83,9,201,1,257,0,2024-07-15
84,0,77,1,101,0,2024-12-16
85,4,627,0,0,0,2024-07-10
86,2,694,1,203,0,2024-09-27
87,6,782,0,0,0,2024-05-01
88,2,292,1,176,0,2024-10-22
89,1,801,1,175,1,2024-11-08
90,0,117,1,114,0,2024-05-17
91,8,905,1,263,0,2024-03-21
92,8,933,1,142,0,2024-11-10
93,5,657,0,0,0,2024-11-07
94,3,900,1,103,1,2024-02-06
95,10,267,1,209,0,2024-08-19
96,1,866,1,145,0,2024-05-04
97,1,425,1,126,0,2024-07-17
98,4,521,1,186,0,2024-10-12
99,10,835,0,0,0,2024-10-13
100,-1,585,0,0,0,2024-07-24
101,3,901,1,136,1,2024-05-01
102,2,197,0,0,0,2024-07-29
103,5,694,0,0,0,2024-07-28
104,9,670,1,181,0,2024-02-04
105,2,681,1,122,0,2024-08-09
106,4,446,0,0,0,2024-09-21
107,9,541,0,0,0,2024-01-13
108,9,315,1,166,0,2024-09-28
109,6,386,1,158,0,2024-12-18
110,5,512,0,0,0,2024-08-04
111,2,67,1,284,0,2024-11-17
112,2,824,1,222,0,2024-02-07
113,9,830,1,69,0,2024-10-26
114,8,172,1,206,1,2024-08-08
115,3,153,0,0,0,2024-10-13
116,3,291,1,182,1,2024-05-30
117,0,218,1,267,0,2024-09-25
118,0,781,1,249,0,2024-11-18
119,4,577,0,0,0,2024-11-23
120,9,770,1,205,0,2024-05-02
121,10,171,1,214,0,2024-04-20
122,8,746,0,0,0,2024-03-13
123,7,90,0,0,0,2024-02-12
124,3,77,1,150,0,2024-04-25
125,3,476,1,205,0,2024-03-03
126,0,752,0,0,0,2024-01-29
127,8,677,1,107,0,2024-07-23
128,0,2,1,152,0,2024-01-28
129,1,599,1,138,0,2024-01-14
130,2,436,0,0,0,2024-06-12
131,9,608,0,0,0,2024-04-24
132,7,122,1,144,1,2024-08-07
133,2,97,1,304,0,2024-03-06
134,8,430,1,190,0,2024-10-12
135,4,784,1,221,0,2024-08-13
136,2,436,1,232,0,2024-07-01
137,4,248,0,0,0,2024-12-21
138,9,547,0,0,0,2024-11-12
139,6,508,0,0,0,2024-11-06
140,4,546,0,0,0,2024-03-04
141,9,88,0,0,0,2024-10-15
142,3,981,0,0,0,2024-11-26
143,3,36,0,0,0,2024-08-25
144,0,52,0,0,0,2024-03-29
145,9,5,0,0,0,2024-02-18
146,1,995,1,246,0,2024-09-15
147,3,718,0,0,0,2024-02-03
148,3,489,1,132,1,2024-05-13
149,8,819,1,214,0,2024-05-11
150,5,926,1,135,0,2024-06-30
151,9,9,1,173,0,2024-06-04
152,6,842,1,187,1,2024-12-12
153,3,722,1,236,0,2024-10-06
154,7,917,1,179,0,2024-06-04
155,0,319,0,0,0,2024-10-29
156,6,221,1,176,0,2024-02-01
157,2,586,0,0,0,2024-04-08
158,0,633,1,150,0,2024-06-11
159,1,936,1,155,0,2024-09-23
160,6,402,1,158,1,2024-10-12
161,2,940,1,196,0,2024-09-24
162,7,671,1,197,0,2024-06-14
163,3,66,1,214,0,2024-02-23
164,2,317,0,0,0,2024-10-15
165,2,619,0,0,0,2024-05-27
166,7,446,1,121,1,2024-09-14
167,5,301,0,0,0,2024-07-18
168,8,666,1,193,0,2024-11-27
169,4,333,0,0,0,2024-07-15
170,5,215,0,0,0,2024-12-31
171,9,811,1,235,0,2024-09-04
172,8,669,0,0,0,2024-08-19
173,10,278,0,0,0,2024-07-31
174,2,239,1,160,1,2024-07-25
175,10,241,1,206,0,2024-10-26
176,8,999,0,0,0,2024-11-09
177,5,716,1,149,0,2024-01-01
178,9,364,1,204,1,2024-12-09
179,4,188,1,161,1,2024-12-13
180,7,691,1,189,0,2024-04-02
181,8,768,0,0,0,2024-12-03
182,3,126,0,0,0,2024-07-26
183,3,921,0,0,0,2024-04-26
184,8,722,1,173,0,2024-10-01
185,0,281,1,171,0,2024-12-28
186,1,616,1,259,1,2024-10-08
187,8,703,0,0,0,2024-07-01
188,0,295,0,0,0,2024-08-07
189,3,987,1,189,0,2024-12-21
190,4,182,1,160,1,2024-06-20
191,2,724,0,0,0,2024-03-07
192,9,769,1,114,1,2024-03-20
193,5,133,0,0,0,2024-03-16
194,9,148,1,114,0,2024-03-21
195,5,763,1,142,0,2024-08-23
196,1,274,0,0,0,2024-11-01
197,3,771,0,0,0,2024-04-24
198,0,995,1,162,0,2024-12-31
199,0,120,1,206,1,2024-06-26
200,10,757,0,0,0,2024-11-28
201,10,397,1,168,0,2024-08-15
202,5,43,1,223,0,2024-04-30
203,1,600,1,196,1,2024-02-18
204,5,790,1,146,1,2024-02-24
205,2,103,0,0,0,2024-05-27
206,7,35,1,155,0,2024-04-17
207,4,157,1,179,1,2024-07-21
208,5,556,1,241,0,2024-12-16
209,4,485,0,0,0,2024-10-14
210,1,460,1,212,1,2024-05-02
211,1,234,1,192,0,2024-04-10
212,5,241,1,186,0,2024-03-23
213,3,117,1,216,1,2024-06-06
214,2,650,0,0,0,2024-09-06
215,4,339,1,162,0,2024-01-15
216,7,54,0,0,0,2024-11-12
217,0,912,1,196,1,2024-07-22
218,7,212,1,202,0,2024-09-29
219,6,62,1,277,0,2024-06-10
220,0,317,1,119,0,2024-06-25
221,10,882,1,201,1,2024-07-30
222,10,373,1,290,0,2024-10-12
223,8,954,1,146,1,2024-02-19
224,3,127,1,156,0,2024-12-10
225,7,903,0,0,0,2024-07-13
226,9,813,1,136,0,2024-01-23
227,4,881,1,280,0,2024-05-02
228,3,370,1,158,1,2024-04-24
230,8,507,1,180,0,2024-07-04
231,4,55,1,108,0,2024-04-09
232,1,951,0,0,0,2024-11-20
233,9,518,0,0,0,2024-03-05
234,7,962,0,0,0,2024-10-22
235,9,404,0,0,0,2024-07-07
236,9,391,1,133,1,2024-08-18
237,6,560,1,142,0,2024-04-03
238,5,891,1,169,1,2024-07-20
239,10,797,1,164,1,2024-10-07
240,5,993,1,85,0,2024-04-19
241,6,861,1,280,1,2024-02-06
242,10,261,0,0,0,2024-08-19
243,3,280,1,189,0,2024-07-03
244,6,586,0,0,0,2024-03-10
245,1,603,1,244,1,2024-09-18
246,0,727,1,159,0,2024-04-03
247,6,471,0,0,0,2024-01-24
248,7,264,0,0,0,2024-05-13
249,3,38,1,107,0,2024-09-20
250,3,477,0,0,0,2024-02-28
251,4,601,1,177,0,2024-10-17
252,1,576,1,202,0,2024-06-03
253,1,34,1,127,0,2024-05-03
254,6,685,1,95,0,2024-06-30
255,1,55,0,0,0,2024-12-08
256,3,631,0,0,0,2024-10-13
257,3,667,1,151,0,2024-01-22
258,10,27,1,202,1,2024-04-12
259,3,432,0,0,0,2024-07-29
260,1,116,0,0,0,2024-07-12
261,10,218,1,209,0,2024-07-08
262,5,856,1,221,0,2024-03-27
263,10,886,0,0,0,2024-06-13
264,6,322,1,193,0,2024-07-23
265,2,659,1,140,0,2024-02-25
266,2,251,1,210,1,2024-02-25
267,8,232,0,0,0,2024-04-29
268,2,536,1,238,0,2024-04-29
269,3,758,0,0,0,2024-05-13
270,4,693,1,290,0,2024-02-21
271,4,800,1,181,1,2024-02-02
273,5,447,0,0,0,2024-11-26
274,7,987,0,0,0,2024-06-14
275,3,906,0,0,0,2024-10-17
276,10,855,1,229,0,2024-08-07
277,1,376,1,274,0,2024-12-03
278,1,289,0,0,0,2024-03-28
279,4,338,1,139,0,2024-08-12
280,0,433,1,247,0,2024-08-10
281,4,165,1,190,0,2024-11-27
282,5,843,1,125,1,2024-07-02
283,8,7,1,207,0,2024-04-12
284,0,60,1,237,0,2024-11-02
285,10,976,1,176,1,2024-01-03
286,8,231,1,167,0,2024-09-03
287,1,428,1,224,0,2024-10-01
288,4,587,1,211,0,2024-06-23
289,5,151,0,0,0,2024-02-18
290,0,303,1,196,0,2024-10-17
291,1,172,1,167,0,2024-12-27
292,3,630,1,245,1,2024-08-03
293,1,84,1,246,0,2024-07-04
294,10,610,1,92,0,2024-11-08
295,4,343,0,0,0,2024-07-16
296,3,615,0,0,0,2024-05-09
297,2,404,1,177,1,2024-08-01
298,10,682,0,0,0,2024-05-14
299,3,270,1,161,0,2024-03-25
300,5,242,0,0,0,2024-11-13
301,6,559,1,223,1,2024-05-30
302,4,533,1,200,0,2024-05-23
303,4,507,1,159,0,2024-06-20
304,4,417,1,137,0,2024-03-04
305,3,627,0,0,0,2024-04-09
306,2,877,1,223,0,2024-09-26
307,8,548,1,180,0,2024-03-07
308,1,467,1,243,0,2024-08-24
309,9,25,1,223,1,2024-01-01
310,5,70,1,182,1,2024-02-14
311,6,517,1,182,0,2024-04-05
312,5,219,0,0,0,2024-02-21
313,4,197,1,248,0,2024-07-22
314,5,581,0,0,0,2024-06-30
315,8,40,0,0,0,2024-04-03
316,7,723,1,199,0,2024-03-14
317,8,393,1,222,0,2024-05-13
318,10,595,0,0,0,2024-04-25
319,4,303,1,222,1,2024-12-17
320,4,763,1,207,0,2024-05-09
322,7,929,1,147,0,2024-07-26
323,3,454,1,217,0,2024-05-26
324,0,780,1,214,0,2024-11-11
325,10,434,0,0,0,2024-07-24
326,0,224,1,242,1,2024-11-03
327,0,444,1,163,0,2024-06-02
328,4,279,1,222,1,2024-05-24
329,8,232,0,0,0,2024-08-02
330,2,333,0,0,0,2024-12-07
331,7,206,0,0,0,2024-04-22
332,7,881,1,138,0,2024-04-16
333,10,713,1,173,1,2024-05-17
334,1,95,1,167,1,2024-01-11
335,10,291,1,183,0,2024-06-09
336,0,910,1,245,0,2024-02-14
337,1,425,1,84,1,2024-07-17
338,10,402,1,164,1,2024-06-12
339,0,564,1,259,0,2024-09-03
340,1,467,0,0,0,2024-05-19
341,9,106,0,0,0,2024-02-24
342,4,771,1,247,0,2024-03-10
343,10,490,0,0,0,2024-01-05
344,6,59,0,0,0,2024-09-16
345,3,941,1,192,0,2024-05-28
346,10,986,1,191,1,2024-06-13
347,4,833,1,125,0,2024-10-11
348,7,184,1,136,1,2024-09-02
349,4,915,1,199,0,2024-02-29
350,10,160,0,0,0,2024-09-22
351,7,414,1,250,0,2024-07-19
352,10,898,0,0,0,2024-07-03
353,9,272,0,0,0,2024-09-23
354,6,784,0,0,0,2024-04-20
355,8,359,0,0,0,2024-09-29
356,3,14,1,151,1,2024-03-19
357,2,243,1,145,1,2024-10-20
358,5,616,0,0,0,2024-02-09
359,8,251,1,178,0,2024-12-28
360,5,532,1,170,1,2024-07-20
361,5,951,1,194,1,2024-06-10
362,0,995,0,0,0,2024-02-07
363,6,194,0,0,0,2024-03-06
364,3,86,1,278,1,2024-05-29
365,8,177,1,126,0,2024-11-03
366,10,108,1,216,0,2024-03-19
367,10,651,1,220,0,2024-03-30
368,4,267,0,0,0,2024-08-23
369,10,221,1,150,0,2024-09-12
370,7,948,0,0,0,2024-06-27
371,8,850,1,196,1,2024-02-09
372,9,537,0,0,0,2024-03-19
373,0,26,1,134,0,2024-10-15
374,8,628,1,209,1,2024-12-29
375,3,404,0,0,0,2024-09-02
376,1,553,1,165,0,2024-05-02
377,0,442,0,0,0,2024-04-02
378,7,219,1,132,0,2024-11-15
379,5,274,0,0,0,2024-04-18
380,8,10,1,203,0,2024-01-11
381,4,757,1,129,0,2024-02-09
382,8,771,1,216,1,2024-12-03
383,10,840,1,127,0,2024-04-09
384,3,863,1,196,0,2024-05-04
385,9,898,1,164,0,2024-08-18
386,1,405,0,0,0,2024-09-17
387,8,896,1,218,0,2024-10-13
388,0,254,1,76,0,2024-07-25
389,4,567,1,204,1,2024-02-22
390,4,543,1,154,0,2024-11-12
391,6,806,1,256,0,2024-09-03
392,2,581,1,194,1,2024-06-30
393,0,539,1,210,0,2024-02-24
394,3,417,0,0,0,2024-11-19
395,0,829,1,183,1,2024-03-15
396,4,910,0,0,0,2024-09-29
397,10,294,1,199,1,2024-11-13
398,8,750,1,189,1,2024-07-06
399,9,533,1,158,0,2024-02-21
400,0,741,0,0,0,2024-06-01
401,0,196,0,0,0,2024-06-07
402,9,654,1,139,0,2024-12-11
403,4,732,1,205,0,2024-03-03
404,4,350,1,169,1,2024-05-05
405,10,961,1,90,0,2024-01-23
406,8,34,1,153,0,2024-05-20
407,0,474,0,0,0,2024-09-18
408,8,298,1,236,1,2024-10-14
409,2,312,1,213,0,2024-07-09
410,3,373,1,254,0,2024-02-05
411,5,701,0,0,0,2024-01-05
412,9,73,0,0,0,2024-07-09
413,5,616,0,0,0,2024-04-15
414,4,305,1,248,0,2024-08-10
415,6,926,1,208,0,2024-07-09
416,9,130,1,142,0,2024-06-20
417,8,427,1,198,0,2024-04-02
418,8,127,1,113,1,2024-02-17
419,3,608,1,137,0,2024-04-14
420,1,674,1,163,0,2024-08-09
421,1,488,0,0,0,2024-03-08
422,3,214,1,163,1,2024-06-19
423,3,151,1,194,0,2024-12-30
424,0,679,1,62,1,2024-11-14
425,7,514,1,330,0,2024-12-14
426,5,704,1,210,0,2024-07-12
427,3,60,1,76,0,2024-09-14
428,4,793,1,113,0,2024-10-04
429,2,953,0,0,0,2024-06-19
430,0,217,1,191,0,2024-10-21
431,10,76,0,0,0,2024-11-09
432,1,963,1,218,0,2024-09-21
433,6,839,0,0,0,2024-05-08
434,1,547,1,155,1,2024-12-26
435,6,625,1,172,0,2024-06-28
436,5,963,1,173,1,2024-10-09
437,4,474,1,232,0,2024-09-06
438,7,381,1,286,0,2024-03-02
439,6,531,1,207,1,2024-05-19
440,10,424,1,207,1,2024-02-06
441,6,653,1,179,0,2024-07-13
442,9,90,0,0,0,2024-07-18
443,8,10,1,210,0,2024-03-27
444,7,127,1,169,0,2024-05-11
445,2,179,1,201,0,2024-09-09
446,0,930,1,119,1,2024-03-29
447,0,722,1,210,1,2024-01-12
448,8,479,1,179,0,2024-05-26
449,1,760,0,0,0,2024-06-13
450,0,275,0,0,0,2024-11-05
451,6,506,1,196,0,2024-03-16
452,10,433,0,0,0,2024-11-15
453,6,700,1,122,0,2024-08-24
454,9,784,1,200,1,2024-02-03
455,6,60,1,215,0,2024-05-26
456,6,77,1,238,0,2024-02-18
457,4,928,0,0,0,2024-03-06
458,10,870,0,0,0,2024-07-22
459,2,180,1,241,0,2024-08-10
460,6,765,1,140,0,2024-11-16
461,1,474,0,0,0,2024-03-05
462,7,425,1,142,1,2024-04-07
463,2,799,1,203,1,2024-07-24
464,10,214,1,171,0,2024-07-04
465,7,165,1,197,0,2024-05-01
466,7,758,1,223,0,2024-11-12
467,2,945,1,226,1,2024-05-18
468,1,104,0,0,0,2024-04-04
469,0,144,1,170,0,2024-03-23
470,1,614,1,318,0,2024-12-22
471,3,97,1,181,0,2024-01-10
472,4,584,1,217,0,2024-03-13
473,9,326,0,0,0,2024-09-15
474,8,911,1,118,0,2024-05-20
475,0,111,1,82,0,2024-09-26
476,2,683,1,154,0,2024-11-30
477,1,379,0,0,0,2024-01-25
478,3,265,1,244,0,2024-09-19
479,10,921,1,224,1,2024-06-01
480,1,343,1,216,0,2024-11-29
481,9,62,0,0,0,2024-08-03
482,8,883,0,0,0,2024-02-27
483,8,194,1,68,1,2024-07-20
484,8,853,1,111,1,2024-10-21
485,6,811,0,0,0,2024-07-01
486,2,839,1,164,0,2024-08-10
487,10,100,0,0,0,2024-10-03
488,2,422,1,200,1,2024-09-05
489,0,731,1,142,1,2024-09-01
490,3,26,0,0,0,2024-10-02
491,4,401,1,247,0,2024-08-09
492,3,438,0,0,0,2024-05-19
493,5,216,1,265,0,2024-03-02
494,3,768,0,0,0,2024-12-07
495,3,739,1,210,0,2024-05-21
496,2,817,1,133,0,2024-03-01
497,5,535,0,0,0,2024-04-11
498,2,206,1,168,1,2024-07-19
499,4,747,1,225,0,2024-05-01
500,8,187,1,229,0,2024-12-11
501,6,245,1,139,1,2024-10-28
502,2,77,1,221,1,2024-11-30
503,4,444,1,177,0,2024-08-17
504,7,652,1,155,0,2024-05-04
505,8,643,1,182,1,2024-12-30
506,1,881,1,154,0,2024-05-17
507,2,1000,0,0,0,2024-11-25
508,0,813,1,199,1,2024-03-13
509,3,743,1,103,0,2024-01-27
510,7,5,1,232,1,2024-11-20
511,9,622,1,119,0,2024-12-15
512,10,400,1,161,1,2024-03-04
513,3,389,0,0,0,2024-09-03
514,1,194,1,336,0,2024-01-21
515,4,892,1,160,1,2024-07-15
516,8,263,1,170,0,2024-04-26
517,0,642,1,129,1,2024-05-12
518,10,309,0,0,0,2024-03-24
519,10,257,1,230,1,2024-05-09
520,8,395,0,0,0,2024-07-04
521,2,832,0,0,0,2024-07-04
522,9,46,0,0,0,2024-01-03
523,5,690,1,137,0,2024-04-23
524,10,177,0,0,0,2024-07-09
525,9,816,1,199,1,2024-10-09
526,0,950,1,117,0,2024-06-19
527,2,551,1,242,0,2024-10-23
528,1,220,1,128,1,2024-07-03
529,4,409,1,249,0,2024-12-24
530,9,68,1,215,1,2024-10-19
531,2,54,1,164,1,2024-04-04
532,9,111,1,165,1,2024-06-21
533,4,520,0,0,0,2024-09-10
534,4,833,1,188,0,2024-06-07
535,8,519,1,143,1,2024-04-17
536,5,190,0,0,0,2024-06-20
537,10,696,1,125,0,2024-03-31
538,3,639,1,209,0,2024-07-24
539,4,519,1,143,0,2024-07-11
540,0,492,0,0,0,2024-06-06
541,3,882,1,222,1,2024-08-03
542,8,79,1,123,1,2024-10-01
543,7,779,1,193,0,2024-05-27
544,8,906,1,255,0,2024-12-25
545,3,541,1,123,0,2024-08-25
546,6,387,1,199,0,2024-04-13
547,0,61,0,0,0,2024-05-25
548,1,587,1,253,0,2024-07-24
549,3,443,1,182,1,2024-05-08
550,5,666,1,202,1,2024-01-04
551,3,164,1,204,0,2024-08-13
552,10,673,1,300,0,2024-08-13
553,1,0,0,0,0,2024-04-09
554,10,710,0,0,0,2024-08-07
555,7,680,1,216,0,2024-04-10
556,5,457,1,187,0,2024-06-26
557,5,395,0,0,0,2024-12-06
558,4,150,0,0,0,2024-04-06
559,9,748,1,268,0,2024-10-21
560,10,115,1,298,0,2024-01-24
561,3,763,1,164,0,2024-11-15
562,2,256,0,0,0,2024-05-29
563,6,624,0,0,0,2024-11-20
564,8,487,1,184,1,2024-06-23
565,6,429,1,244,0,2024-11-07
566,5,878,0,0,0,2024-07-14
567,1,930,1,235,0,2024-07-29
568,8,96,1,197,0,2024-08-10
569,8,835,1,185,0,2024-12-13
570,9,519,1,171,0,2024-08-14
571,8,541,1,191,1,2024-07-28
572,9,454,1,200,1,2024-04-17
573,6,346,1,184,1,2024-09-04
574,1,247,0,0,0,2024-01-10
575,10,320,1,171,0,2024-09-25
576,6,222,0,0,0,2024-08-04
577,8,404,0,0,0,2024-09-04
578,8,676,1,324,1,2024-07-06
579,8,778,1,248,0,2024-06-04
580,2,963,0,0,0,2024-02-20
581,9,299,0,0,0,2024-04-14
582,4,132,0,0,0,2024-08-23
583,3,413,0,0,0,2024-12-28
584,6,588,1,183,0,2024-03-05
585,3,101,1,113,0,2024-10-18
586,2,582,0,0,0,2024-12-06
587,1,138,1,213,0,2024-01-29
588,9,127,0,0,0,2024-12-16
589,10,520,1,140,0,2024-10-21
590,3,559,1,213,0,2024-07-14
591,4,603,1,263,0,2024-09-23
592,0,916,1,150,0,2024-10-07
593,1,969,1,67,0,2024-03-20
594,5,769,1,264,0,2024-11-21
595,5,992,0,0,0,2024-02-06
596,1,423,1,143,0,2024-03-24
597,8,890,0,0,0,2024-08-21
598,1,176,1,216,0,2024-09-25
599,8,558,1,141,1,2024-09-11
600,8,617,1,176,0,2024-05-29
601,5,254,1,272,0,2024-08-02
602,7,423,1,177,0,2024-10-09
603,5,636,1,137,0,2024-04-21
604,1,518,1,182,0,2024-08-16
605,5,819,1,230,0,2024-07-05
606,8,903,1,198,1,2024-06-18
607,9,812,0,0,0,2024-11-03
608,0,494,0,0,0,2024-01-07
609,6,476,0,0,0,2024-12-01
610,7,145,0,0,0,2024-11-25
611,6,329,1,225,0,2024-08-28
612,1,122,1,206,1,2024-09-22
613,9,811,0,0,0,2024-11-18
614,10,823,0,0,0,2024-01-06
615,3,280,0,0,0,2024-08-24
616,3,634,0,0,0,2024-01-30
617,1,96,0,0,0,2024-12-16
618,2,529,1,130,0,2024-03-16
619,7,952,0,0,0,2024-08-08
620,8,144,1,179,1,2024-04-13
621,2,283,1,169,0,2024-10-10
622,2,84,1,195,0,2024-03-15
623,9,429,1,206,1,2024-11-20
624,0,771,1,253,0,2024-10-06
625,3,373,0,0,0,2024-02-15
626,7,696,0,0,0,2024-06-08
627,5,937,1,104,1,2024-01-13
628,4,15,1,89,1,2024-09-27
629,9,605,0,0,0,2024-08-02
630,3,387,1,162,0,2024-04-08
631,2,210,1,141,0,2024-01-25
632,7,839,1,62,0,2024-11-25
633,9,935,1,246,0,2024-06-18
634,4,998,1,109,0,2024-11-18
635,9,550,1,193,1,2024-09-13
636,9,770,1,222,1,2024-08-10
637,3,887,1,119,1,2024-03-03
638,2,221,0,0,0,2024-03-29
639,10,540,1,241,0,2024-12-19
640,3,558,1,267,0,2024-01-15
641,8,890,1,302,0,2024-09-20
642,6,816,1,91,1,2024-08-01
643,6,404,1,205,0,2024-03-05
644,9,806,1,108,0,2024-11-15
645,0,760,1,150,0,2024-11-15
646,6,715,1,131,0,2024-01-17
647,3,675,1,223,1,2024-03-09
648,8,557,1,122,0,2024-07-11
649,2,993,1,220,1,2024-10-23
650,1,897,1,254,1,2024-10-11
651,6,473,1,200,0,2024-12-29
652,3,756,1,155,1,2024-06-16
653,6,73,1,130,1,2024-10-13
654,9,127,0,0,0,2024-03-08
655,10,458,1,161,1,2024-12-20
656,8,520,1,169,1,2024-09-26
657,10,52,0,0,0,2024-09-03
658,4,907,1,150,0,2024-02-11
659,0,506,1,103,1,2024-10-21
660,4,19,1,152,1,2024-07-01
661,2,106,1,228,0,2024-10-30
662,4,667,0,0,0,2024-04-10
663,7,806,0,0,0,2024-03-02
664,2,506,0,0,0,2024-06-21
665,6,921,1,123,1,2024-05-10
666,6,216,1,187,0,2024-06-23
667,1,26,1,188,0,2024-11-18
668,10,433,1,108,0,2024-11-22
669,10,604,0,0,0,2024-07-20
670,2,407,1,159,0,2024-01-23
671,1,357,1,191,0,2024-08-10
672,2,288,1,102,1,2024-02-18
673,2,329,1,188,0,2024-01-03
674,10,111,1,165,0,2024-08-28
675,0,2,1,208,0,2024-08-12
676,7,886,1,186,1,2024-05-22
677,5,949,1,192,0,2024-01-12
678,1,695,1,168,0,2024-03-18
679,5,942,1,175,0,2024-12-07
680,0,837,0,0,0,2024-03-24
681,8,122,1,221,1,2024-01-14
682,1,0,1,244,0,2024-03-25
683,8,18,1,236,1,2024-07-17
684,3,909,1,98,1,2024-01-28
685,8,431,0,0,0,2024-08-16
686,2,561,0,0,0,2024-11-28
687,10,587,0,0,0,2024-06-08
688,4,519,0,0,0,2024-09-09
689,4,881,1,49,1,2024-01-05
690,9,829,1,177,0,2024-10-20
691,8,210,1,211,0,2024-03-15
692,4,303,1,177,0,2024-06-19
693,5,678,1,107,0,2024-03-26
694,4,785,1,265,0,2024-01-06
695,2,434,0,0,0,2024-06-06
696,8,623,1,179,0,2024-05-28
697,0,933,1,99,0,2024-05-25
698,9,66,1,106,0,2024-08-27
699,1,701,1,115,1,2024-10-14
700,10,305,1,156,0,2024-12-01
701,5,700,1,132,0,2024-03-03
702,6,742,1,199,1,2024-06-30
703,4,216,0,0,0,2024-05-19
704,7,418,1,176,1,2024-08-23
705,5,27,1,219,0,2024-04-01
706,8,492,0,0,0,2024-08-15
707,0,601,1,263,0,2024-12-26
708,5,991,1,160,1,2024-03-22
709,10,333,1,228,1,2024-08-15
710,4,476,1,176,1,2024-06-11
711,2,156,1,160,0,2024-10-07
712,10,411,1,210,0,2024-11-07
713,7,551,0,0,0,2024-09-15
714,5,942,0,0,0,2024-10-10
715,4,499,1,157,1,2024-03-15
716,6,169,0,0,0,2024-06-06
717,9,464,0,0,0,2024-01-22
718,1,592,1,238,0,2024-02-29
719,2,201,1,156,0,2024-06-20
720,2,625,1,113,1,2024-05-31
721,10,593,1,159,0,2024-02-06
722,4,977,1,191,0,2024-12-10
723,4,636,0,0,0,2024-05-30
724,2,108,1,218,0,2024-12-20
725,0,244,1,190,1,2024-10-16
726,6,895,1,177,0,2024-12-15
727,5,830,0,0,0,2024-12-28
728,9,796,0,0,0,2024-10-14
729,0,618,1,239,0,2024-01-22
730,4,528,1,178,0,2024-04-17
731,0,827,0,0,0,2024-12-29
732,7,258,1,219,0,2024-05-01
733,2,976,0,0,0,2024-05-18
734,0,778,1,186,1,2024-06-01
735,1,156,1,190,0,2024-08-30
